index,string,CC,D,Y
2938,1817,0,1,7
2939,1817,0,1,7
2940,1817,0,1,7
2941,1817,0,1,7
2942,1817,0,1,7
2943,1817,0,1,7
2944,1817,0,1,7
2945,1818,0,1,8
2946,1818,0,1,8
2947,1818,0,1,8
2948,1818,0,1,8
2949,1818,0,1,8
2950,1818,0,1,8
2951,1818,0,1,8
2952,1837,0,3,7
2953,1836,0,3,6
2954,1819,0,1,9
2955,1819,0,1,9
2956,1819,0,1,9
2957,1819,0,1,9
2958,1819,0,1,9
2959,1819,0,1,9
2960,1819,0,1,9
2961,1819,0,1,9
2962,1819,0,1,9
2963,1820,0,2,0
2964,1820,0,2,0
2965,1819,0,1,9
2966,1820,0,2,0
2967,1820,0,2,0
2968,1820,0,2,0
2969,1820,0,2,0
2970,1820,0,2,0
2971,1820,0,2,0
2972,1820,0,2,0
2973,1820,0,2,0
2974,1820,0,2,0
2975,1820,0,2,0
2976,1821,0,2,1
2977,1837,0,3,7
2978,1837,0,3,7
2979,1821,0,2,1
2980,1821,0,2,1
2981,1821,0,2,1
2982,1821,0,2,1
2983,1821,0,2,1
2984,1821,0,2,1
2985,1822,0,2,2
2986,1822,0,2,2
2987,1821,0,2,1
2988,1822,0,2,2
2989,1822,0,2,2
2990,1822,0,2,2
2991,1822,0,2,2
2992,1822,0,2,2
2993,1822,0,2,2
2994,1823,0,2,3
2995,1823,0,2,3
2996,1823,0,2,3
2997,1823,0,2,3
2998,1823,0,2,3
2999,1823,0,2,3
3000,1837,0,3,7
3001,1837,0,3,7
3002,1823,0,2,3
3003,1823,0,2,3
3004,1824,0,2,4
3005,1823,0,2,3
3006,1824,0,2,4
3007,1824,0,2,4
3008,1824,0,2,4
3009,1824,0,2,4
3010,1824,0,2,4
3011,1825,0,2,5
3012,1824,0,2,4
3013,1825,0,2,5
3014,1825,0,2,5
3015,1825,0,2,5
3016,1825,0,2,5
3017,1825,0,2,5
3018,1825,0,2,5
3019,1826,0,2,6
3020,1826,0,2,6
3021,1826,0,2,6
3022,1838,0,3,8
3023,1826,0,2,6
3024,1826,0,2,6
3025,1826,0,2,6
3026,1826,0,2,6
3027,1826,0,2,6
3028,1826,0,2,6
3029,1826,0,2,6
3030,1827,0,2,7
3031,1826,0,2,6
3032,1827,0,2,7
3033,1827,0,2,7
3034,1827,0,2,7
3035,1827,0,2,7
3036,1827,0,2,7
3037,1827,0,2,7
3038,1828,0,2,8
3039,1827,0,2,7
3040,1828,0,2,8
3041,1828,0,2,8
3042,1828,0,2,8
3043,1828,0,2,8
3044,1828,0,2,8
3045,1828,0,2,8
3046,1828,0,2,8
3047,1828,0,2,8
3048,1828,0,2,8
3049,1828,0,2,8
3050,1828,0,2,8
3051,1828,0,2,8
3052,1830,0,3,0
3053,1830,0,3,0
3054,1830,0,3,0
3055,1830,0,3,0
3056,1830,0,3,0
3057,1830,0,3,0
3058,1831,0,3,1
3059,1831,0,3,1
3060,1831,0,3,1
3061,1831,0,3,1
3062,1839,0,3,9
3063,1831,0,3,1
3064,1831,0,3,1
3065,1831,0,3,1
3066,1831,0,3,1
3067,1832,0,3,2
3068,1831,0,3,1
3069,1832,0,3,2
3070,1832,0,3,2
3071,1832,0,3,2
3072,1832,0,3,2
3073,1833,0,3,3
3074,1833,0,3,3
3075,1833,0,3,3
3076,1833,0,3,3
3077,1833,0,3,3
3078,1833,0,3,3
3079,1833,0,3,3
3080,1839,0,3,9
3081,1839,0,3,9
3082,1833,0,3,3
3083,1833,0,3,3
3084,1834,0,3,4
3085,1833,0,3,3
3086,1834,0,3,4
3087,1834,0,3,4
3088,1834,0,3,4
3089,1834,0,3,4
3090,1834,0,3,4
3091,1835,0,3,5
3092,1835,0,3,5
3093,1835,0,3,5
3094,1840,0,4,0
3095,1840,0,4,0
3096,1836,0,3,6
3097,1836,0,3,6
3098,1836,0,3,6
3099,1829,0,2,9
3100,1836,0,3,6
3101,1836,0,3,6
3102,1836,0,3,6
3103,1837,0,3,7
3104,1837,0,3,7
3105,1837,0,3,7
3106,1827,0,2,7
3107,1828,0,2,8
3108,1827,0,2,7
3109,58,1,10,10
3110,1826,0,2,6
3111,1827,0,2,7
3112,1837,0,3,7
3113,1837,0,3,7
3114,1838,0,3,8
3115,1838,0,3,8
3116,1829,0,2,9
3117,1829,0,2,9
3118,1838,0,3,8
3119,1838,0,3,8
3120,1838,0,3,8
3121,1839,0,3,9
3122,1839,0,3,9
3123,1838,0,3,8
3124,1839,0,3,9
3125,1828,0,2,8
3126,1828,0,2,8
3127,1839,0,3,9
3128,1839,0,3,9
3129,1839,0,3,9
3130,1839,0,3,9
3131,1840,0,4,0
3132,1839,0,3,9
3133,1829,0,2,9
3134,1829,0,2,9
3135,1840,0,4,0
3136,1840,0,4,0
3137,1840,0,4,0
3138,1840,0,4,0
3139,1840,0,4,0
3140,1841,0,4,1
3141,1840,0,4,0
3142,1829,0,2,9
3143,1829,0,2,9
3144,1829,0,2,9
3145,1829,0,2,9
3146,1830,0,3,0
3147,1829,0,2,9
3148,1829,0,2,9
3149,1830,0,3,0
3150,1830,0,3,0
3151,1800,0,0,0
3152,1804,0,0,4
3153,1831,0,3,1
3154,1831,0,3,1
3155,1831,0,3,1
3156,1829,0,2,9
3157,1829,0,2,9
3158,1832,0,3,2
3159,1833,0,3,3
3160,1833,0,3,3
3161,1833,0,3,3
3162,1833,0,3,3
3163,1804,0,0,4
3164,1833,0,3,3
3165,1834,0,3,4
3166,1834,0,3,4
3167,1830,0,3,0
3168,1830,0,3,0
3169,1830,0,3,0
3170,1834,0,3,4
3171,1834,0,3,4
3172,1834,0,3,4
3173,1834,0,3,4
3174,1835,0,3,5
3175,1834,0,3,4
3176,1835,0,3,5
3177,1835,0,3,5
3178,1835,0,3,5
3179,1835,0,3,5
3180,1835,0,3,5
3181,1835,0,3,5
3182,1835,0,3,5
3183,1836,0,3,6
3184,1835,0,3,5
3185,1805,0,0,5
3186,1836,0,3,6
3187,1836,0,3,6
3188,1836,0,3,6
3189,1836,0,3,6
3190,1800,0,0,0
3191,1836,0,3,6
3192,1836,0,3,6
3193,1837,0,3,7
3194,1837,0,3,7
3195,1837,0,3,7
3196,1837,0,3,7
3197,1837,0,3,7
3198,1837,0,3,7
3199,1837,0,3,7
3200,1837,0,3,7
3201,1838,0,3,8
3202,1838,0,3,8
3203,1838,0,3,8
3204,1838,0,3,8
3205,1838,0,3,8
3206,1839,0,3,9
3207,1838,0,3,8
3208,1839,0,3,9
3209,1839,0,3,9
3210,1839,0,3,9
3211,1839,0,3,9
3212,1840,0,4,0
3213,1840,0,4,0
3214,1840,0,4,0
3215,1840,0,4,0
3216,1841,0,4,1
3217,1840,0,4,0
3218,1841,0,4,1
3219,1806,0,0,6
3220,1801,0,0,1
3221,1807,0,0,7
3222,1808,0,0,8
3223,1809,0,0,9
3224,1802,0,0,2
3225,1801,0,0,1
3226,1810,0,1,0
3227,1811,0,1,1
3228,1812,0,1,2
3229,1828,0,2,8
3230,1828,0,2,8
3231,1803,0,0,3
3232,1813,0,1,3
3233,1801,0,0,1
3234,1819,0,1,9
3235,1814,0,1,4
3236,1815,0,1,5
3237,1815,0,1,5
3238,1815,0,1,5
3239,1802,0,0,2
3240,1815,0,1,5
3241,1815,0,1,5
3242,1815,0,1,5
3243,1815,0,1,5
3244,1816,0,1,6
3245,1815,0,1,5
3246,1816,0,1,6
3247,1816,0,1,6
3248,1817,0,1,7
3249,1817,0,1,7
3250,1817,0,1,7
3251,1817,0,1,7
3252,1818,0,1,8
3253,1818,0,1,8
3254,1818,0,1,8
3255,1819,0,1,9
3256,1818,0,1,8
3257,1819,0,1,9
3258,1819,0,1,9
3259,1819,0,1,9
3260,1819,0,1,9
3261,1820,0,2,0
3262,1820,0,2,0
3263,1819,0,1,9
3264,1820,0,2,0
3265,1820,0,2,0
3266,1821,0,2,1
3267,1820,0,2,0
3268,1821,0,2,1
3269,1821,0,2,1
3270,1821,0,2,1
3271,1821,0,2,1
3272,1822,0,2,2
3273,1822,0,2,2
3274,1822,0,2,2
3275,1823,0,2,3
3276,1822,0,2,2
3277,1822,0,2,2
3278,1803,0,0,3
3279,1823,0,2,3
3280,1823,0,2,3
3281,1823,0,2,3
3282,1823,0,2,3
3283,1824,0,2,4
3284,1823,0,2,3
3285,1804,0,0,4
3286,1824,0,2,4
3287,1824,0,2,4
3288,1824,0,2,4
3289,1824,0,2,4
3290,1825,0,2,5
3291,1825,0,2,5
3292,1824,0,2,4
3293,1825,0,2,5
3294,1825,0,2,5
3295,1825,0,2,5
3296,1825,0,2,5
3297,1826,0,2,6
3298,1826,0,2,6
3299,1825,0,2,5
3300,1826,0,2,6
3301,1826,0,2,6
3302,1827,0,2,7
3303,1826,0,2,6
3304,1827,0,2,7
3305,1827,0,2,7
3306,1827,0,2,7
3307,1827,0,2,7
3308,1828,0,2,8
3309,1828,0,2,8
3310,1829,0,2,9
3311,1828,0,2,8
3312,1830,0,3,0
3313,1830,0,3,0
3314,1830,0,3,0
3315,1800,0,0,0
3316,1800,0,0,0
3317,1800,0,0,0
3318,1801,0,0,1
3319,1801,0,0,1
3320,1801,0,0,1
3321,1801,0,0,1
3322,1801,0,0,1
3323,1802,0,0,2
3324,1801,0,0,1
3325,1801,0,0,1
3326,1802,0,0,2
3327,1802,0,0,2
3328,1802,0,0,2
3329,1802,0,0,2
3330,1802,0,0,2
3331,1802,0,0,2
3332,1803,0,0,3
3333,1803,0,0,3
3334,1803,0,0,3
3335,1803,0,0,3
3336,1803,0,0,3
3337,1804,0,0,4
3338,1804,0,0,4
3339,1803,0,0,3
3340,1804,0,0,4
3341,1804,0,0,4
3342,1804,0,0,4
3343,1804,0,0,4
3344,1804,0,0,4
3345,1804,0,0,4
3346,1805,0,0,5
3347,1805,0,0,5
3348,1805,0,0,5
3349,1805,0,0,5
3350,1805,0,0,5
3351,1805,0,0,5
3352,1805,0,0,5
3353,1806,0,0,6
3354,1805,0,0,5
3355,1805,0,0,5
3356,1806,0,0,6
3357,1806,0,0,6
3358,1806,0,0,6
3359,1805,0,0,5
3360,1806,0,0,6
3361,1806,0,0,6
3362,1806,0,0,6
3363,1806,0,0,6
3364,1806,0,0,6
3365,1806,0,0,6
3366,1806,0,0,6
3367,1807,0,0,7
3368,1806,0,0,6
3369,1807,0,0,7
3370,1807,0,0,7
3371,1807,0,0,7
3372,1807,0,0,7
3373,1807,0,0,7
3374,1807,0,0,7
3375,1807,0,0,7
3376,1807,0,0,7
3377,1808,0,0,8
3378,1808,0,0,8
3379,1808,0,0,8
3380,1807,0,0,7
3381,1808,0,0,8
3382,1808,0,0,8
3383,1805,0,0,5
3384,1805,0,0,5
3385,1808,0,0,8
3386,1808,0,0,8
3387,1808,0,0,8
3388,1809,0,0,9
3389,1808,0,0,8
3390,1809,0,0,9
3391,1809,0,0,9
3392,1809,0,0,9
3393,1809,0,0,9
3394,1810,0,1,0
3395,1809,0,0,9
3396,1810,0,1,0
3397,1810,0,1,0
3398,1810,0,1,0
3399,1810,0,1,0
3400,1810,0,1,0
3401,1810,0,1,0
3402,1810,0,1,0
3403,1811,0,1,1
3404,1810,0,1,0
3405,1811,0,1,1
3406,1811,0,1,1
3407,1828,0,2,8
3408,1828,0,2,8
3409,1805,0,0,5
3410,1805,0,0,5
3411,1811,0,1,1
3412,1811,0,1,1
3413,1811,0,1,1
3414,1811,0,1,1
3415,1812,0,1,2
3416,1811,0,1,1
3417,1811,0,1,1
3418,1812,0,1,2
3419,1812,0,1,2
3420,1812,0,1,2
3421,1812,0,1,2
3422,1812,0,1,2
3423,1812,0,1,2
3424,1813,0,1,3
3425,1812,0,1,2
3426,1813,0,1,3
3427,1813,0,1,3
3428,1813,0,1,3
3429,1813,0,1,3
3430,1813,0,1,3
3431,1813,0,1,3
3432,1806,0,0,6
3433,1805,0,0,5
3434,1813,0,1,3
3435,1814,0,1,4
3436,1813,0,1,3
3437,1814,0,1,4
3438,1814,0,1,4
3439,1814,0,1,4
3440,1814,0,1,4
3441,1814,0,1,4
3442,1814,0,1,4
3443,1814,0,1,4
3444,1815,0,1,5
3445,1815,0,1,5
3446,1815,0,1,5
3447,1815,0,1,5
3448,1815,0,1,5
3449,1815,0,1,5
3450,1815,0,1,5
3451,1815,0,1,5
3452,1815,0,1,5
3453,1815,0,1,5
3454,1815,0,1,5
3455,1816,0,1,6
3456,1816,0,1,6
3457,1816,0,1,6
3458,1816,0,1,6
3459,1816,0,1,6
3460,1816,0,1,6
3461,1816,0,1,6
3462,1816,0,1,6
3463,1817,0,1,7
3464,1816,0,1,6
3465,1817,0,1,7
3466,1817,0,1,7
3467,1817,0,1,7
3468,1817,0,1,7
3469,1817,0,1,7
3470,1817,0,1,7
3471,1817,0,1,7
3472,1818,0,1,8
3473,1818,0,1,8
3474,1818,0,1,8
3475,1818,0,1,8
3476,1818,0,1,8
3477,1818,0,1,8
3478,1754,1,5,4
3479,1818,0,1,8
3480,1819,0,1,9
3481,1818,0,1,8
3482,1819,0,1,9
3483,1819,0,1,9
3484,1819,0,1,9
3485,1819,0,1,9
3486,1819,0,1,9
3487,1819,0,1,9
3488,1820,0,2,0
3489,1819,0,1,9
3490,1820,0,2,0
3491,1820,0,2,0
3492,1820,0,2,0
3493,1820,0,2,0
3494,1820,0,2,0
3495,1820,0,2,0
3496,1820,0,2,0
3497,1821,0,2,1
3498,1821,0,2,1
3499,1808,0,0,8
3500,1796,1,9,6
3501,1821,0,2,1
3502,1821,0,2,1
3503,1821,0,2,1
3504,1821,0,2,1
3505,1821,0,2,1
3506,1821,0,2,1
3507,1822,0,2,2
3508,1822,0,2,2
3509,1822,0,2,2
3510,1821,0,2,1
3511,1822,0,2,2
3512,1822,0,2,2
3513,1822,0,2,2
3514,1822,0,2,2
3515,1822,0,2,2
3516,1823,0,2,3
3517,1822,0,2,2
3518,1823,0,2,3
3519,1823,0,2,3
3520,1823,0,2,3
3521,1823,0,2,3
3522,1824,0,2,4
3523,1823,0,2,3
3524,1808,0,0,8
3525,1796,1,9,6
3526,1824,0,2,4
3527,1824,0,2,4
3528,1824,0,2,4
3529,1824,0,2,4
3530,1824,0,2,4
3531,1824,0,2,4
3532,1824,0,2,4
3533,1824,0,2,4
3534,1825,0,2,5
3535,1825,0,2,5
3536,1824,0,2,4
3537,1824,0,2,4
3538,1826,0,2,6
3539,1826,0,2,6
3540,1825,0,2,5
3541,1825,0,2,5
3542,1826,0,2,6
3543,1826,0,2,6
3544,1826,0,2,6
3545,1826,0,2,6
3546,1826,0,2,6
3547,1809,0,0,9
3548,1809,0,0,9
3549,1827,0,2,7
3550,1828,0,2,8
3551,1829,0,2,9
3552,1829,0,2,9
3553,1809,0,0,9
3554,1809,0,0,9
3555,1830,0,3,0
3556,1831,0,3,1
3557,1833,0,3,3
3558,1833,0,3,3
3559,1833,0,3,3
3560,1833,0,3,3
3561,1834,0,3,4
3562,1833,0,3,3
3563,1810,0,1,0
3564,1810,0,1,0
3565,1834,0,3,4
3566,1834,0,3,4
3567,1834,0,3,4
3568,1834,0,3,4
3569,1834,0,3,4
3570,1835,0,3,5
3571,1835,0,3,5
3572,1835,0,3,5
3573,1835,0,3,5
3574,1835,0,3,5
3575,1835,0,3,5
3576,1836,0,3,6
3577,1836,0,3,6
3578,1836,0,3,6
3579,1836,0,3,6
3580,1836,0,3,6
3581,1836,0,3,6
3582,1836,0,3,6
3583,1810,0,1,0
3584,1810,0,1,0
3585,1837,0,3,7
3586,1836,0,3,6
3587,1837,0,3,7
3588,1837,0,3,7
3589,1837,0,3,7
3590,1837,0,3,7
3591,1837,0,3,7
3592,1837,0,3,7
3593,1838,0,3,8
3594,1837,0,3,7
3595,1838,0,3,8
3596,1838,0,3,8
3597,1838,0,3,8
3598,1838,0,3,8
3599,1838,0,3,8
3600,1839,0,3,9
3601,1839,0,3,9
3602,1839,0,3,9
3603,1828,0,2,8
3604,1828,0,2,8
3605,46,1,10,10
3606,45,1,10,10
3607,47,1,10,10
3608,48,1,10,10
3609,1811,0,1,1
3610,1839,0,3,9
3611,1839,0,3,9
3612,1839,0,3,9
3613,1839,0,3,9
3614,1839,0,3,9
3615,1839,0,3,9
3616,1840,0,4,0
3617,1840,0,4,0
3618,1840,0,4,0
3619,1840,0,4,0
3620,1840,0,4,0
3621,1840,0,4,0
3622,1831,0,3,1
3623,1832,0,3,2
3624,1826,0,2,6
3625,1826,0,2,6
3626,1825,0,2,5
3627,1833,0,3,3
3628,1833,0,3,3
3629,1833,0,3,3
3630,1810,0,1,0
3631,1810,0,1,0
3632,1810,0,1,0
3633,1810,0,1,0
3634,1811,0,1,1
3635,1810,0,1,0
3636,1810,0,1,0
3637,1811,0,1,1
3638,1811,0,1,1
3639,1811,0,1,1
3640,1811,0,1,1
3641,1811,0,1,1
3642,1811,0,1,1
3643,1811,0,1,1
3644,1812,0,1,2
3645,1812,0,1,2
3646,1811,0,1,1
3647,1811,0,1,1
3648,1826,0,2,6
3649,1826,0,2,6
3650,1812,0,1,2
3651,1812,0,1,2
3652,1812,0,1,2
3653,1812,0,1,2
3654,1813,0,1,3
3655,1812,0,1,2
3656,1812,0,1,2
3657,1813,0,1,3
3658,1813,0,1,3
3659,1813,0,1,3
3660,1813,0,1,3
3661,1814,0,1,4
3662,1813,0,1,3
3663,1814,0,1,4
3664,1814,0,1,4
3665,1814,0,1,4
3666,1814,0,1,4
3667,1814,0,1,4
3668,1814,0,1,4
3669,1815,0,1,5
3670,1815,0,1,5
3671,1814,0,1,4
3672,1815,0,1,5
3673,1815,0,1,5
3674,1826,0,2,6
3675,1826,0,2,6
3676,1815,0,1,5
3677,1815,0,1,5
3678,1816,0,1,6
3679,1816,0,1,6
3680,1816,0,1,6
3681,1816,0,1,6
3682,1816,0,1,6
3683,1816,0,1,6
3684,1816,0,1,6
3685,1817,0,1,7
3686,1817,0,1,7
3687,1817,0,1,7
3688,1817,0,1,7
3689,1818,0,1,8
3690,1817,0,1,7
3691,1818,0,1,8
3692,1817,0,1,7
3693,1818,0,1,8
3694,1818,0,1,8
3695,1818,0,1,8
3696,1818,0,1,8
3697,1819,0,1,9
3698,1819,0,1,9
3699,1827,0,2,7
3700,1826,0,2,6
3701,1819,0,1,9
3702,1819,0,1,9
3703,1819,0,1,9
3704,1819,0,1,9
3705,1820,0,2,0
3706,1820,0,2,0
3707,1820,0,2,0
3708,1820,0,2,0
3709,1820,0,2,0
3710,1820,0,2,0
3711,1821,0,2,1
3712,1821,0,2,1
3713,1820,0,2,0
3714,1821,0,2,1
3715,1821,0,2,1
3716,1821,0,2,1
3717,1821,0,2,1
3718,1821,0,2,1
3719,1822,0,2,2
3720,1821,0,2,1
3721,1822,0,2,2
3722,1822,0,2,2
3723,1827,0,2,7
3724,1827,0,2,7
3725,1823,0,2,3
3726,1822,0,2,2
3727,1823,0,2,3
3728,1823,0,2,3
3729,1823,0,2,3
3730,1823,0,2,3
3731,1823,0,2,3
3732,1823,0,2,3
3733,1824,0,2,4
3734,1824,0,2,4
3735,1824,0,2,4
3736,1824,0,2,4
3737,1824,0,2,4
3738,1824,0,2,4
3739,1824,0,2,4
3740,1825,0,2,5
3741,1825,0,2,5
3742,1825,0,2,5
3743,1825,0,2,5
3744,1825,0,2,5
3745,1825,0,2,5
3746,1827,0,2,7
3747,1828,0,2,8
3748,1827,0,2,7
3749,1825,0,2,5
3750,1825,0,2,5
3751,1826,0,2,6
3752,1825,0,2,5
3753,1826,0,2,6
3754,1826,0,2,6
3755,1826,0,2,6
3756,1826,0,2,6
3757,1826,0,2,6
3758,1826,0,2,6
3759,1826,0,2,6
3760,1827,0,2,7
3761,1826,0,2,6
3762,1827,0,2,7
3763,1827,0,2,7
3764,1827,0,2,7
3765,1827,0,2,7
3766,1827,0,2,7
3767,1828,0,2,8
3768,1827,0,2,7
3769,1828,0,2,8
3770,1828,0,2,8
3771,1828,0,2,8
3772,1828,0,2,8
3773,1828,0,2,8
3774,1828,0,2,8
3775,1828,0,2,8
3776,1828,0,2,8
3777,1829,0,2,9
3778,1828,0,2,8
3779,1829,0,2,9
3780,1829,0,2,9
3781,1828,0,2,8
3782,1829,0,2,9
3783,1829,0,2,9
3784,1829,0,2,9
3785,1829,0,2,9
3786,1829,0,2,9
3787,1829,0,2,9
3788,1830,0,3,0
3789,1830,0,3,0
3790,1830,0,3,0
3791,1830,0,3,0
3792,1830,0,3,0
3793,1830,0,3,0
3794,1831,0,3,1
3795,1830,0,3,0
3796,1830,0,3,0
3797,1828,0,2,8
3798,1828,0,2,8
3799,1831,0,3,1
3800,1831,0,3,1
3801,1831,0,3,1
3802,1831,0,3,1
3803,1831,0,3,1
3804,1831,0,3,1
3805,1832,0,3,2
3806,1832,0,3,2
3807,1832,0,3,2
3808,1831,0,3,1
3809,1832,0,3,2
3810,1832,0,3,2
3811,1832,0,3,2
3812,1833,0,3,3
3813,1833,0,3,3
3814,1832,0,3,2
3815,1833,0,3,3
3816,1833,0,3,3
3817,1833,0,3,3
3818,1833,0,3,3
3819,1834,0,3,4
3820,1834,0,3,4
3821,1833,0,3,3
3822,1829,0,2,9
3823,1828,0,2,8
3824,1828,0,2,8
3825,1834,0,3,4
3826,1834,0,3,4
3827,1834,0,3,4
3828,1834,0,3,4
3829,1835,0,3,5
3830,1835,0,3,5
3831,1835,0,3,5
3832,1835,0,3,5
3833,1835,0,3,5
3834,1835,0,3,5
3835,1835,0,3,5
3836,1836,0,3,6
3837,1836,0,3,6
3838,1835,0,3,5
3839,1836,0,3,6
3840,1836,0,3,6
3841,1836,0,3,6
3842,1836,0,3,6
3843,1837,0,3,7
3844,1837,0,3,7
3845,1836,0,3,6
3846,1837,0,3,7
3847,1837,0,3,7
3848,1828,0,2,8
3849,1828,0,2,8
3850,60,1,10,10
3851,59,1,10,10
3852,1829,0,2,9
3853,1829,0,2,9
3854,1837,0,3,7
3855,1838,0,3,8
3856,1837,0,3,7
3857,1838,0,3,8
3858,1838,0,3,8
3859,1838,0,3,8
3860,1838,0,3,8
3861,1839,0,3,9
3862,1839,0,3,9
3863,1839,0,3,9
3864,1839,0,3,9
3865,1840,0,4,0
3866,1839,0,3,9
3867,1840,0,4,0
3868,1840,0,4,0
3869,1840,0,4,0
3870,1841,0,4,1
3871,1840,0,4,0
3872,1800,0,0,0
3873,1800,0,0,0
3874,1800,0,0,0
3875,1800,0,0,0
3876,1829,0,2,9
3877,1829,0,2,9
3878,1800,0,0,0
3879,1800,0,0,0
3880,1800,0,0,0
3881,1801,0,0,1
3882,1800,0,0,0
3883,1801,0,0,1
3884,1801,0,0,1
3885,1801,0,0,1
3886,1801,0,0,1
3887,1802,0,0,2
3888,1801,0,0,1
3889,1801,0,0,1
3890,1802,0,0,2
3891,1802,0,0,2
3892,1802,0,0,2
3893,1802,0,0,2
3894,1802,0,0,2
3895,1802,0,0,2
3896,1803,0,0,3
3897,1802,0,0,2
3898,1803,0,0,3
3899,1803,0,0,3
3900,1830,0,3,0
3901,1829,0,2,9
3902,1803,0,0,3
3903,1803,0,0,3
3904,1803,0,0,3
3905,1804,0,0,4
3906,1803,0,0,3
3907,1804,0,0,4
3908,1804,0,0,4
3909,1804,0,0,4
3910,1804,0,0,4
3911,1805,0,0,5
3912,1805,0,0,5
3913,1804,0,0,4
3914,1805,0,0,5
3915,1805,0,0,5
3916,1805,0,0,5
3917,1805,0,0,5
3918,1805,0,0,5
3919,1806,0,0,6
3920,1805,0,0,5
3921,1806,0,0,6
3922,1806,0,0,6
3923,1806,0,0,6
3924,1806,0,0,6
3925,1830,0,3,0
3926,1830,0,3,0
3927,1806,0,0,6
3928,1807,0,0,7
3929,1806,0,0,6
3930,1807,0,0,7
3931,1807,0,0,7
3932,1807,0,0,7
3933,1807,0,0,7
3934,1808,0,0,8
3935,1808,0,0,8
3936,1807,0,0,7
3937,1808,0,0,8
3938,1808,0,0,8
3939,1808,0,0,8
3940,1808,0,0,8
3941,1809,0,0,9
3942,1808,0,0,8
3943,1809,0,0,9
3944,1809,0,0,9
3945,1809,0,0,9
3946,1809,0,0,9
3947,1809,0,0,9
3948,1809,0,0,9
3949,1830,0,3,0
3950,1830,0,3,0
3951,1810,0,1,0
3952,1810,0,1,0
3953,1810,0,1,0
3954,1804,0,0,4
3955,1804,0,0,4
3956,1804,0,0,4
3957,1805,0,0,5
3958,1805,0,0,5
3959,1804,0,0,4
3960,1804,0,0,4
3961,1805,0,0,5
3962,1805,0,0,5
3963,1805,0,0,5
3964,1805,0,0,5
3965,1806,0,0,6
3966,1806,0,0,6
3967,1805,0,0,5
3968,1806,0,0,6
3969,1806,0,0,6
3970,1806,0,0,6
3971,1806,0,0,6
3972,1807,0,0,7
3973,1807,0,0,7
3974,1806,0,0,6
3975,1807,0,0,7
3976,1807,0,0,7
3977,1807,0,0,7
3978,1807,0,0,7
3979,1830,0,3,0
3980,1830,0,3,0
3981,1808,0,0,8
3982,1807,0,0,7
3983,1808,0,0,8
3984,1808,0,0,8
3985,1808,0,0,8
3986,1808,0,0,8
3987,1808,0,0,8
3988,1809,0,0,9
3989,1808,0,0,8
3990,1808,0,0,8
3991,1808,0,0,8
3992,1809,0,0,9
3993,1809,0,0,9
3994,1809,0,0,9
3995,1809,0,0,9
3996,1810,0,1,0
3997,1809,0,0,9
3998,1810,0,1,0
3999,1810,0,1,0
4000,1810,0,1,0
4001,1810,0,1,0
4002,1831,0,3,1
4003,1831,0,3,1
4004,1830,0,3,0
4005,1811,0,1,1
4006,1810,0,1,0
4007,1811,0,1,1
4008,1811,0,1,1
4009,1811,0,1,1
4010,1811,0,1,1
4011,1811,0,1,1
4012,1811,0,1,1
4013,1812,0,1,2
4014,1812,0,1,2
4015,1812,0,1,2
4016,1812,0,1,2
4017,1812,0,1,2
4018,1812,0,1,2
4019,1812,0,1,2
4020,1813,0,1,3
4021,1812,0,1,2
4022,1813,0,1,3
4023,1813,0,1,3
4024,1813,0,1,3
4025,1813,0,1,3
4026,1831,0,3,1
4027,1831,0,3,1
4028,1814,0,1,4
4029,1813,0,1,3
4030,1814,0,1,4
4031,1814,0,1,4
4032,1814,0,1,4
4033,1814,0,1,4
4034,1814,0,1,4
4035,1814,0,1,4
4036,1815,0,1,5
4037,1815,0,1,5
4038,1815,0,1,5
4039,1815,0,1,5
4040,1815,0,1,5
4041,1815,0,1,5
4042,1815,0,1,5
4043,1815,0,1,5
4044,1816,0,1,6
4045,1815,0,1,5
4046,1816,0,1,6
4047,1816,0,1,6
4048,1816,0,1,6
4049,1831,0,3,1
4050,1831,0,3,1
4051,1816,0,1,6
4052,1816,0,1,6
4053,1817,0,1,7
4054,1816,0,1,6
4055,1817,0,1,7
4056,1817,0,1,7
4057,1817,0,1,7
4058,1817,0,1,7
4059,1817,0,1,7
4060,1817,0,1,7
4061,1817,0,1,7
4062,1818,0,1,8
4063,1818,0,1,8
4064,1818,0,1,8
4065,1818,0,1,8
4066,1818,0,1,8
4067,1818,0,1,8
4068,1819,0,1,9
4069,1819,0,1,9
4070,1819,0,1,9
4071,1832,0,3,2
4072,1831,0,3,1
4073,1819,0,1,9
4074,1819,0,1,9
4075,1819,0,1,9
4076,1820,0,2,0
4077,1819,0,1,9
4078,1820,0,2,0
4079,1820,0,2,0
4080,1820,0,2,0
4081,1820,0,2,0
4082,1820,0,2,0
4083,1820,0,2,0
4084,1821,0,2,1
4085,1820,0,2,0
4086,1821,0,2,1
4087,1821,0,2,1
4088,1821,0,2,1
4089,1821,0,2,1
4090,1821,0,2,1
4091,1821,0,2,1
4092,1822,0,2,2
4093,1821,0,2,1
4094,1821,0,2,1
4095,1828,0,2,8
4096,1828,0,2,8
4097,75,1,10,10
4098,77,1,10,10
4099,78,1,10,10
4100,1832,0,3,2
4101,1832,0,3,2
4102,1822,0,2,2
4103,1822,0,2,2
